evtime_ymd,evtime_hms,evlat,evlon,evdep,Mg
20031015,04183957,34.0355,243.6032,11.93,3.4
20031024,10110500,33.0592,244.0913,2.96,3.1
20031025,15240129,34.2908,243.174,4.44,2.5
20031026,07520904,34.2755,243.5912,1.63,2.3
20031030,15032582,33.2118,244.3908,4.17,2.7
20031102,03585607,34.1607,242.5825,12.32,2.5
20031102,03591358,34.1672,242.592,11.72,3.3
20031105,22440020,34.1723,242.2737,6.02,2.7
20031106,09363608,32.64,244.0958,10.64,2.8
20031106,09580692,32.6542,244.096,7.77,2.2
20031106,15292469,33.9275,242.2407,11.64,2.4
20031107,01043903,32.925,244.4843,15.73,2.3
20031112,02122447,34.098,243.0482,7.1,2.7
20031112,10325956,33.6967,243.2573,18.02,2.3
20031112,20230956,33.9033,243.0988,13.96,3.3
20031113,05175698,33.3623,243.5922,13.53,3.3
20031115,03381978,33.467,243.4745,14.2,2.5
20031120,04383528,34.3107,243.0305,6.85,2.5
20031120,05522204,34.3123,243.1618,3.91,2.4
20031120,13495686,33.1647,244.3662,1.75,2.5
20031121,14372025,33.803,243.8178,8.87,2.3
20031123,03062338,33.6943,243.9647,12.49,3.1
20031125,17221342,34.022,242.4507,6.58,2.5
20031127,14381700,33.8003,243.8168,5.56,3.5
20031128,14160848,33.3803,243.0533,10.59,2.9
20031201,19302120,33.1663,244.0687,13.37,2.3
20031202,10460226,33.7605,244.0988,5.27,2.3
20031204,08253101,33.7597,244.098,4.69,3.0
20031204,18081620,33.7603,244.099,4.63,2.7
20031204,18505266,33.8033,243.8195,10.33,2.2
20031205,10365861,33.5048,243.5372,4.89,2.4
20031205,19011482,33.3795,243.683,13.06,2.9
20031205,22204836,33.7563,244.103,5.25,2.7
20031206,13502835,34.0968,242.692,17.15,3.4
20031208,20514562,33.2568,243.9842,2.99,2.3
20031209,23415268,33.1658,244.3498,1.67,2.8
20031211,18282140,33.3053,243.1478,14.08,2.6
20031212,04421393,33.3032,243.1495,13.79,2.7
20031213,18464088,34.1902,242.4518,4.62,2.7
20031215,22445068,34.2495,243.2453,3.1,2.4
20031216,00570035,33.3328,243.211,14.05,2.3
20031217,10013630,33.8002,243.8187,5.64,2.5
20031217,15164848,32.7057,244.039,5.55,2.4
20031218,06381800,34.0077,243.6783,4.93,2.4
20031219,11452642,34.0198,242.7752,15.13,3.0
20031219,11503594,34.0205,242.7698,15.73,2.5
20031221,02032489,33.2703,243.9223,2.65,2.4
20031221,02275747,33.268,243.9253,3.31,2.2
20031224,22090292,34.0595,243.3332,9.11,2.6
20031225,04585825,33.1527,243.9875,5.9,2.6
20031225,07295900,34.197,242.4153,4.07,2.3
20031226,05545466,34.1683,242.5522,5.43,2.8
20031226,11002959,34.1715,242.557,3.83,2.9
20031229,00491209,33.9705,242.1848,16.74,3.5
20031229,01034677,33.9733,242.1845,16.33,3.2
20031229,05001986,33.7625,244.101,4.18,2.5
20031229,09021350,33.9712,242.1867,16.86,2.4
20040102,07050559,32.6918,244.052,8.4,2.3
20040105,14111763,34.1008,243.0,4.33,2.6
20040108,01182542,32.8018,244.5413,15.24,2.3
20040109,14513821,33.37,243.6817,10.92,2.6
20040116,21314974,33.4645,243.5282,14.03,2.8
20040122,03102534,34.0305,243.3215,12.92,2.7
20040123,02143346,34.046,242.7258,16.88,2.3
20040124,18565092,34.3673,243.5345,3.5,2.4
20040127,13490301,33.5573,243.3357,9.7,2.7
20040201,14294046,33.9433,243.0035,16.67,2.6
20040203,23503248,33.2567,243.9275,2.96,2.3
20040207,22570952,33.7332,242.4923,7.09,3.0
20040209,16045468,32.6547,243.9892,11.72,2.3
20040216,09314822,33.296,243.1545,12.97,2.3
20040216,19482640,33.298,243.1507,12.76,2.6
20040217,13112391,33.3853,243.689,14.99,2.5
20040218,02073666,32.8683,244.3372,7.23,2.4
20040221,09344728,33.782,243.8658,7.34,2.5
20040221,20362132,33.0527,243.5885,14.0,2.4
20040225,11024627,34.003,243.6718,9.21,2.3
20040225,22230192,33.8163,242.957,15.05,3.6
20040227,07371844,34.057,242.7417,10.52,3.1
20040228,16105321,33.2315,243.8807,7.36,2.2
20040228,20452308,33.3693,243.7162,12.02,2.8
20040303,14365901,34.0948,242.7262,14.54,2.3
20040304,12351674,33.8845,242.1357,10.32,2.9
20040308,19184280,34.3863,243.527,3.26,2.3
20040312,04561916,33.8822,242.9578,18.46,2.4
20040312,13511102,32.9533,244.501,15.77,2.2
20040313,15383373,34.2985,243.1665,4.11,2.3
20040316,00055414,33.2045,244.4143,2.74,2.3
20040316,00203628,33.2032,244.4262,2.76,2.3
20040316,00211845,33.206,244.4388,0.05,2.5
20040316,00221735,33.2045,244.4188,2.18,2.5
20040316,00282776,33.2038,244.4105,2.85,2.2
20040316,00305078,33.2033,244.422,2.43,3.5
20040316,00324000,33.1995,244.4282,3.0,2.2
20040316,00332452,33.2038,244.4402,2.45,2.5
20040316,00333339,33.2003,244.4173,2.32,3.6
20040316,00461845,33.2038,244.4218,1.93,2.3
20040316,00560035,33.1987,244.4312,1.07,3.3
20040316,01501673,33.2077,244.4183,3.28,2.9
20040316,02022245,33.2048,244.4243,0.92,2.2
20040316,05090956,33.1987,244.4018,1.21,2.4
20040316,05443267,33.206,244.4193,3.19,2.6
20040316,14105183,33.3012,243.6647,13.94,2.2
20040318,22084268,34.3095,243.0697,9.76,2.3
20040319,01092301,34.3083,243.067,10.06,3.5
20040319,01215255,34.3065,243.0687,9.13,2.5
20040319,02544517,34.3058,243.0698,9.52,2.5
20040320,04553741,33.5128,243.4232,14.65,3.1
20040321,01402964,33.9127,242.249,8.63,2.3
20040321,11234499,32.6857,244.2103,7.06,3.1
20040322,01544534,33.7097,243.2255,17.58,2.2
20040323,06213091,33.806,243.816,8.02,2.8
20040324,15033301,33.8718,243.1517,16.97,2.5
20040326,17101716,33.2232,243.9192,13.89,3.2
20040328,10183444,32.8018,244.5402,15.54,2.3
20040328,10420064,32.8025,244.5473,15.07,2.5
20040328,19155634,32.7962,244.5468,15.6,2.4
20040403,04305523,34.1722,242.2502,4.89,2.4
20040403,07205413,32.8343,244.2708,15.64,2.7
20040404,01522005,34.352,243.5403,4.89,2.3
20040404,12003400,33.515,243.4302,14.61,2.3
20040405,10271541,34.184,243.1133,12.08,2.9
20040405,14252891,34.0502,242.7387,12.36,3.3
20040405,20380656,33.4245,243.0262,11.0,3.4
20040408,15444692,33.0995,244.1328,8.84,2.4
20040408,15462193,33.1008,244.1343,11.86,3.2
20040408,18193836,34.317,243.1445,5.1,2.8
20040409,23041004,33.9077,243.2252,17.43,2.4
20040413,17420944,34.0157,242.7627,17.32,2.5
20040415,02280862,33.9428,243.0058,16.76,3.3
20040416,05455579,32.676,244.0698,3.06,2.3
20040418,01134069,32.8333,244.3732,15.27,2.6
20040422,12464920,33.181,244.4033,1.03,2.9
20040422,22075676,34.2983,243.1667,4.14,2.2
20040424,00485550,33.9853,242.794,13.15,2.2
20040427,08335928,34.3243,243.5413,9.23,2.7
20040427,17152760,34.0567,242.7415,12.43,2.7
20040427,19210320,34.058,242.7393,12.61,3.0
20040428,10264496,34.0673,242.7395,12.36,2.6
20040429,17345816,34.0592,242.7375,12.2,2.5
20040503,20480122,33.4602,243.3755,6.58,2.2
20040505,16322111,34.2088,242.4233,6.65,2.3
20040505,16345751,34.2083,242.4218,6.64,2.4
20040511,07432345,34.0357,242.9848,14.09,2.3
20040513,06042889,33.6463,243.265,16.16,3.0
20040513,21533420,32.8493,244.2572,14.05,2.6
20040519,21444348,34.0323,243.623,6.97,2.2
20040520,00091524,34.0312,243.6245,6.85,2.2
20040521,13430758,33.3463,243.6427,14.93,2.5
20040522,05495837,32.9033,243.7458,12.16,2.2
20040522,19340840,34.0135,243.135,9.59,2.7
20040523,20003702,34.3162,243.1378,5.13,2.4
20040601,14361476,34.2955,243.1223,5.54,3.1
20040603,04230993,34.0593,242.7435,13.05,2.7
20040603,10073183,33.8922,243.0985,12.81,2.3
20040603,17201060,33.483,243.4208,9.56,2.5
20040605,14591219,33.4863,243.489,9.57,2.6
20040609,11373001,34.315,243.159,5.46,2.5
20040610,10552662,33.9148,243.2718,13.0,2.4
20040610,12425569,33.9153,243.2703,12.61,2.4
20040610,14342918,33.915,243.2685,12.19,2.4
20040614,18502134,33.8038,243.8192,9.0,2.2
20040616,02322253,34.0618,242.739,13.34,2.7
20040618,11490862,33.1798,244.3955,3.65,3.0
20040621,16024590,33.7108,243.9452,12.87,3.0
20040623,16200618,33.7135,243.1495,18.05,2.6
20040624,00181640,34.1767,242.2803,8.6,2.7
20040624,13285236,33.7625,243.909,5.84,2.3
20040625,23004506,33.7162,243.1598,17.51,2.3
20040704,19394584,34.1077,243.0735,4.46,2.2
20040708,03242571,33.4887,243.5013,12.04,2.2
20040708,16532414,33.9723,243.1398,12.65,2.2
20040709,05024958,32.5338,244.2508,7.36,3.3
20040709,05405579,32.5185,244.253,4.83,2.5
20040709,06300543,32.5277,244.247,3.72,3.1
20040709,06424680,32.544,244.243,4.87,2.7
20040709,06595759,34.041,242.8563,14.28,2.2
20040709,12112732,32.5217,244.2508,4.03,3.0
20040709,22124804,34.0508,242.471,17.06,2.2
20040712,15100262,34.1837,242.6235,13.52,2.6
20040713,14141824,33.7167,243.0393,14.65,2.3
20040714,00535248,33.711,243.9443,12.87,4.0
20040715,05025960,32.968,244.4557,15.09,2.5
20040715,12205401,33.3515,243.6278,13.29,3.0
20040720,14361959,34.1605,243.5782,2.64,2.5
20040721,08501330,33.1633,244.3492,6.83,2.3
20040722,06381499,34.011,242.7542,13.68,3.0
20040722,08172893,34.0058,242.7443,13.72,2.7
20040725,21015936,33.7073,243.9487,12.8,2.8
20040726,15183862,34.2783,243.2413,2.5,2.7
20040726,16504310,34.147,242.981,10.3,2.3
20040727,17460480,34.0213,242.8115,17.28,2.7
20040728,00245241,33.2455,243.5877,4.62,2.5
20040728,20194292,34.1287,242.5517,6.41,3.8
20040730,04004012,32.7712,244.4573,15.45,2.3
20040730,04272738,34.0055,242.415,4.58,3.0
20040730,16213040,34.3153,243.1493,3.4,2.2
20040801,17021104,34.117,243.0295,4.72,2.6
20040801,18033982,32.7158,243.9442,8.07,3.0
20040801,23233172,32.5103,244.252,5.6,2.4
20040802,18331904,33.4747,243.4522,11.09,2.4
20040807,14264049,33.181,244.3982,2.35,2.4
20040807,14271284,33.1847,244.3965,0.77,2.4
20040807,14310105,33.1838,244.3993,2.33,2.7
20040810,21083000,34.0072,243.3935,12.32,2.5
20040816,21015180,33.2722,244.0032,3.35,2.2
20040819,03370374,34.001,243.238,17.79,2.2
20040822,16580745,33.9467,242.8965,14.78,2.6
20040830,20513680,34.4238,242.318,7.27,3.2
20040903,10521153,34.0752,242.721,14.7,2.3
20040904,04362489,33.1662,244.3458,2.25,2.4
20040916,13293080,34.1215,243.597,8.14,3.6
20040916,15343473,34.3207,243.5397,3.58,2.9
20040921,08142269,33.96,242.2407,9.0,2.8
20040925,10291398,33.1863,244.3923,3.37,2.3
20040929,10221989,32.9473,243.4893,8.22,2.5
20041003,00321604,33.2327,244.3003,3.27,3.1
20041005,19170856,33.1933,243.9667,11.76,2.6
20041006,00123944,34.0178,242.8162,16.26,2.4
20041006,00244705,34.0237,242.8155,17.24,2.5
20041008,00541846,34.3165,243.5503,3.95,2.4
20041008,00561395,34.3173,243.5477,3.74,2.3
20041014,18372996,33.483,243.4877,10.99,2.3
20041015,14563632,34.06,243.6902,3.54,2.2
20041015,15000472,33.4937,243.5013,14.46,2.7
20041016,05083059,33.8828,242.212,5.31,2.3
20041016,17044234,34.3575,243.0867,5.05,2.4
20041018,12135840,33.3603,243.7008,14.08,2.6
20041019,02120905,33.5003,243.4887,14.57,3.2
20041019,10321128,33.027,244.4493,15.98,2.5
20041022,02160302,33.2937,243.1467,12.48,2.7
20041025,21492636,33.8615,242.2742,4.24,2.9
20041027,21411700,34.3435,243.082,5.08,3.8
20041027,21593560,34.3425,243.0812,5.37,2.5
20041028,08565766,33.778,243.834,5.38,2.4
20041028,17561592,33.7828,243.8333,2.08,2.7
20041028,21250564,34.3433,243.0835,5.39,2.2
20041031,10053526,34.01,243.6903,5.32,2.3
20041031,19360388,33.7748,243.8342,5.74,2.7
20041031,22165994,34.0697,243.312,10.87,2.5
20041108,21565132,34.049,242.743,12.14,2.7
20041113,01114091,34.2467,242.4638,10.69,2.6
20041113,17391692,34.3535,243.1553,9.64,4.2
20041114,06242949,34.1218,242.5517,4.02,2.2
20041114,15334537,34.1703,242.5548,9.65,3.0
20041119,09043241,33.032,244.4392,15.48,2.3
20041119,20245416,34.249,242.5117,11.28,2.3
20041120,17101768,34.1512,242.5413,3.76,2.3
20041122,05390666,33.8545,242.222,9.26,3.0
20041201,19182226,33.9925,243.0102,8.22,2.3
20041205,15320332,33.1853,244.389,1.37,2.2
20041206,00552364,33.1085,244.3958,14.03,2.3
20041210,10014077,33.9542,242.9627,12.48,2.3
20041211,17013436,33.457,243.4085,11.17,2.2
20041212,05055287,34.1502,243.0183,11.51,3.7
20041212,05122984,34.1492,243.0172,12.42,2.3
20041214,07042342,34.1538,243.0168,12.67,2.3
20041214,20204632,33.2503,243.9042,1.8,2.2
20041219,23181938,33.5027,243.4917,14.87,2.2
20041224,07183259,33.2475,243.683,13.02,2.4
20041225,19263316,33.4772,243.4567,13.84,2.3
20050104,08213538,34.118,242.5625,4.29,2.7
20050104,08492482,34.1173,242.5585,4.47,3.1
20050106,05321532,33.0293,244.4577,14.43,2.3
20050106,12111372,34.1217,242.5602,2.84,2.5
20050106,12112978,34.1183,242.5627,4.65,3.6
20050106,12324575,34.1215,242.555,3.48,2.5
20050106,14223871,34.1135,242.5652,4.52,3.3
20050106,14352767,34.125,242.5613,4.15,4.4
20050106,14473864,34.1193,242.5472,4.92,2.2
20050107,05221498,34.1183,242.547,5.09,2.3
20050107,18134816,33.0265,244.4575,14.65,2.2
20050109,16101249,33.2485,243.8783,10.06,2.4
20050110,23051778,34.2477,243.1532,2.31,2.4
20050112,01493301,34.0028,243.054,10.45,2.7
20050112,08104638,33.9527,243.6047,7.59,4.3
20050113,16055205,33.2538,243.9238,2.2,2.3
20050113,16062041,33.2553,243.9218,2.28,2.7
20050113,16072027,33.2543,243.9245,2.51,2.7
20050118,05310691,34.34,243.082,6.13,2.3
20050120,15460335,32.7995,244.4525,10.0,2.6
20050120,15493044,32.7717,244.4643,10.0,2.5
20050120,19484070,33.995,243.0465,8.88,2.6
20050125,19225326,32.565,244.2938,5.05,2.7
20050126,02005139,32.9042,243.7665,6.59,2.6
20050127,10192208,32.5727,244.2862,4.51,2.4
20050127,21255860,32.5747,244.2812,3.55,2.8
20050127,22481962,33.8597,242.2517,9.36,2.9
20050131,15124590,33.0507,244.417,14.43,2.3
20050131,15272316,33.0452,244.4165,12.25,2.2
20050203,04522119,34.1582,242.574,10.36,3.2
20050203,23240452,33.1665,244.3445,3.94,2.5
20050205,06191586,34.1532,242.5262,5.36,2.4
20050205,23374116,33.1757,244.3555,2.73,2.8
20050208,02255643,34.3452,243.529,4.06,2.7
20050209,10175037,32.5745,244.2775,10.0,2.9
20050219,18151952,33.936,243.1462,8.92,2.2
20050223,13381373,34.4085,243.533,3.5,2.4
20050223,13393406,34.4053,243.5325,3.66,2.3
20050225,01581877,33.2228,243.902,5.51,2.8
20050303,08040944,33.26,243.677,11.79,2.2
20050307,23113354,34.3,243.1527,4.57,2.4
20050310,03281138,33.1597,244.368,4.22,2.3
20050313,23431530,33.3022,243.1487,13.6,3.5
20050314,11240119,32.8625,244.0702,8.05,2.3
20050319,02121184,33.97,242.7728,14.28,2.5
20050321,08171881,34.0338,242.882,11.99,2.3
20050322,08550558,33.28,243.7405,4.69,3.7
20050322,08560735,33.278,243.7478,4.87,2.5
20050322,19052440,33.5005,243.5405,4.09,2.5
20050324,10395877,33.5022,243.54,6.1,2.4
20050327,08485439,33.3602,243.294,10.15,2.3
20050327,23020936,33.3285,243.5967,13.47,2.4
20050328,20032954,33.8762,243.262,17.9,2.6
20050402,00585228,34.1577,243.5812,2.93,2.3
20050403,06374280,32.7075,244.0598,5.19,2.3
20050409,10084069,33.1903,244.3573,3.96,2.2
20050409,10131377,33.1777,244.3537,4.11,2.2
20050414,18452454,33.1813,244.3938,3.91,2.5
20050423,02190744,34.1103,242.693,14.91,3.3
20050423,16593898,34.0358,242.4052,4.96,2.3
20050426,00144470,33.6763,243.223,15.48,2.3
20050427,15423013,34.1308,243.1502,12.37,2.9
20050428,11520906,33.3022,243.1483,13.35,2.3
20050429,01495429,34.0213,242.7682,13.06,2.4
20050429,04543138,34.0208,242.7668,12.66,2.5
20050430,01040265,33.0135,243.5072,9.29,2.2
20050501,12005740,33.2613,243.2862,14.56,2.5
20050504,18464444,33.6988,243.2587,19.29,2.5
20050507,21273654,33.0857,244.4207,12.64,2.3
20050514,16210513,33.8428,242.9485,14.28,2.8
20050515,13295634,33.4582,243.3722,7.53,3.2
20050515,16140915,34.3593,243.0897,8.68,2.8
20050517,11180486,33.165,244.356,4.17,2.5
20050520,17364366,34.0217,242.7668,16.91,2.5
20050520,17460102,34.0217,242.7673,17.24,2.5
20050521,00393269,33.2235,243.7952,15.08,4.1
20050521,01361453,33.236,243.9587,13.54,2.4
20050523,00445068,33.608,243.1342,15.31,2.4
20050524,10215485,33.5043,243.5338,5.54,2.7
20050526,01093447,34.0967,243.5962,11.63,2.4
20050526,17362976,33.2288,243.7825,11.89,2.8
20050601,16343174,34.3393,243.5362,3.74,2.9
20050602,16093311,32.6703,244.0332,3.07,2.2
20050602,16595918,34.3397,243.5312,4.44,2.5
20050608,03191323,34.2912,243.055,7.14,2.3
20050609,23020732,33.498,243.4753,14.38,3.1
20050612,15414654,33.5288,243.4273,14.19,5.2
20050612,15475380,33.5232,243.4635,14.09,2.2
20050612,15491519,33.522,243.4542,13.3,2.5
20050612,15523366,33.5297,243.4387,14.74,2.6
20050612,15543160,33.5065,243.4242,14.1,2.6
20050612,15554151,33.521,243.4502,13.04,2.5
20050612,16135513,33.5068,243.4152,12.83,2.3
20050612,16164490,33.5015,243.405,13.7,2.6
20050612,18163500,33.5047,243.4278,13.09,2.2
20050612,19462992,33.5045,243.4683,12.93,2.5
20050612,20474768,33.5002,243.429,12.69,3.0
20050613,02213194,33.5122,243.4567,13.45,2.6
20050613,02215813,33.5145,243.4587,12.92,2.2
20050613,06413729,33.5337,243.4103,13.44,2.2
20050613,23160488,33.54,243.4228,14.48,2.3
20050616,08461701,33.5043,243.4718,12.02,2.5
20050616,19113076,33.9447,242.7723,14.83,2.4
20050616,20532602,34.058,242.9887,11.61,4.9
20050616,20541996,34.0527,242.9768,16.8,3.7
20050616,20544948,34.0487,242.9923,15.36,3.4
20050616,20593014,34.0535,243.0095,14.81,2.2
20050616,21022992,34.0555,242.9825,17.11,2.9
20050616,21233850,34.055,242.9877,14.29,2.5
20050616,21281314,34.0528,242.9673,14.41,2.4
20050616,22005472,34.051,242.9818,13.62,2.5
20050616,23274040,34.0595,242.9955,14.34,2.3
20050617,00564321,34.0562,242.9872,14.04,2.3
20050617,01134603,33.4802,243.5118,14.49,2.4
20050617,02351663,34.0515,242.9652,14.7,2.3
20050617,03242812,33.4952,243.4693,12.79,3.3
20050617,03275660,33.4945,243.467,12.74,2.6
20050617,04185996,34.0545,243.0025,14.15,2.4
20050617,07035891,33.5097,243.4327,12.21,2.7
20050617,16045381,33.4712,243.5143,14.54,2.6
20050619,04180509,34.0515,242.983,14.13,2.6
20050621,19042156,34.338,243.3608,4.67,2.7
20050624,05244331,34.1032,243.0732,5.99,2.8
20050627,22173360,34.0542,242.9695,12.13,4.0
20050628,15450469,34.2772,242.3963,5.12,2.4
20050702,05450280,34.024,243.1333,21.65,2.3
20050703,20132256,33.252,243.6513,14.71,2.3
20050706,15381392,33.9268,242.8198,16.37,2.3
20050712,02020984,34.0487,242.7015,17.98,2.2
20050715,02125132,33.5388,243.3835,12.78,2.8
20050718,01223102,33.5078,243.4228,11.05,2.7
20050724,16565797,34.0428,242.9707,13.91,2.4
20050724,17393386,34.0443,242.9692,13.47,2.3
20050725,07164027,33.87,242.1848,5.0,2.7
20050725,10090843,34.0032,243.1963,18.3,2.3
20050728,00243989,33.3125,243.7032,9.98,2.4
20050729,16371556,34.0115,243.6765,9.86,2.5
20050730,02254346,33.3288,243.6192,13.09,2.2
20050731,03593557,32.998,244.2295,7.87,2.6
20050731,21042592,33.217,244.4803,13.32,2.9
20050731,21211412,33.7482,243.0952,14.09,2.7
20050801,07535712,33.9963,243.1938,12.76,2.8
20050801,11385521,33.2022,244.4872,6.09,2.5
20050801,12342270,33.2108,244.4745,4.63,2.5
20050804,10493065,33.1823,243.956,1.23,2.3
20050805,23110338,34.2303,242.4707,9.61,2.6
20050809,08552911,33.9447,242.7757,13.46,2.3
20050810,08281590,33.137,243.363,12.22,2.6
20050811,08451641,33.9642,242.7707,13.22,2.4
20050811,17093840,34.0973,242.685,16.46,2.5
20050822,05001812,33.183,244.4002,4.14,2.8
20050824,02145139,34.013,242.8315,11.61,2.3
20050824,02460142,34.0232,242.983,19.34,2.9
20050824,12500833,34.0878,242.8007,6.77,2.4
20050826,13453334,33.1725,243.9613,2.01,3.0
20050826,22183418,34.1347,242.2923,10.0,2.3
20050828,18200704,33.7373,243.8842,5.49,2.4
20050829,07394578,33.2075,244.4082,3.67,3.1
20050829,07414006,33.2097,244.4188,3.26,2.9
20050829,12223317,33.9552,242.79,14.12,2.3
20050829,13355952,32.5553,244.1863,10.0,2.8
20050829,18303844,32.948,244.2173,4.56,2.7
20050831,14364283,33.195,244.3845,4.25,2.2
20050831,14440838,33.1777,244.3917,4.33,2.4
20050831,14452805,33.1813,244.3943,4.6,2.2
20050831,15353747,33.1885,244.3947,4.52,3.7
20050831,16184572,33.192,244.393,3.93,2.5
20050831,16184761,33.1913,244.3993,2.4,3.4
20050831,16281968,33.1685,244.3847,4.65,2.2
20050831,17390216,33.1712,244.3797,5.15,2.5
20050831,17503340,33.177,244.3832,4.72,2.7
20050831,18511556,33.186,244.3935,4.64,2.4
20050831,21490196,33.1765,244.374,4.47,3.2
20050831,22031416,33.1782,244.3708,4.74,2.3
20050831,22033100,33.1812,244.3808,1.98,2.4
20050831,22171402,33.1702,244.3788,4.69,3.1
20050831,22203318,33.1713,244.3852,4.4,2.3
20050831,22413596,33.174,244.3793,5.21,2.4
20050831,22454982,33.172,244.3778,4.27,3.5
20050831,22474484,33.1717,244.3813,3.88,3.5
20050831,22474564,33.1648,244.3643,4.0,4.6
20050831,22493336,33.1793,244.3625,2.7,2.5
20050831,22502404,33.1722,244.3885,2.0,4.4
20050831,22542836,33.1545,244.3693,1.85,3.2
20050831,22562564,33.1675,244.3882,3.8,2.8
20050831,22590160,33.1898,244.3958,1.7,2.8
20050831,22594900,33.168,244.3662,4.95,3.1
20050831,23011982,33.1783,244.3903,2.94,2.5
20050831,23071646,33.1758,244.382,4.58,4.1
20050831,23273218,33.1983,244.4108,2.85,4.3
20050831,23295904,33.1705,244.381,4.48,3.3
20050831,23321104,33.1897,244.397,4.2,4.5
20050831,23333884,33.2007,244.394,3.74,4.0
20050831,23353634,33.1895,244.4115,1.53,2.5
20050831,23395572,33.1875,244.3968,4.47,2.5
20050831,23582114,33.1862,244.3978,2.79,2.2
20050901,00035832,33.1825,244.379,4.67,2.4
20050901,00061105,33.1972,244.4023,2.27,2.6
20050901,00064540,33.2093,244.4043,1.97,2.7
20050901,00251639,33.2073,244.41,0.86,2.5
20050901,00435731,33.1832,244.3748,3.93,2.3
20050901,00440785,33.1957,244.4112,0.03,2.3
20050901,00584358,33.1533,244.3543,10.34,2.6
20050901,01031597,33.1713,244.3817,4.85,2.9
20050901,01121775,33.1685,244.3738,4.44,2.2
20050901,01181719,33.1575,244.3497,5.09,2.3
20050901,01183054,33.151,244.3552,4.1,2.3
20050901,01342468,33.1818,244.3877,4.34,2.4
20050901,01595351,33.1663,244.3818,10.0,2.9
20050901,02004783,33.1715,244.3772,4.4,2.6
20050901,02160770,33.1885,244.398,3.03,2.4
20050901,02224692,33.2072,244.3973,3.74,2.2
20050901,02470766,33.1823,244.3972,4.37,2.2
20050901,02554203,33.1638,244.357,12.72,2.3
20050901,04121196,33.1723,244.381,3.92,2.8
20050901,04152213,33.1763,244.385,7.72,3.2
20050901,04292205,33.1832,244.3867,4.72,3.0
20050901,05534217,33.1843,244.3945,4.02,2.2
20050901,06165852,33.1893,244.4015,4.25,2.7
20050901,06305743,33.184,244.3957,4.58,2.3
20050901,07060641,33.1675,244.3848,3.89,2.9
20050901,07141476,33.2017,244.3903,3.17,2.8
20050901,07575599,33.1805,244.3932,3.72,2.4
20050901,08242704,33.1713,244.3818,14.4,3.2
